Jun 01
714.16.709.46:5415 -> 1
683.67.79.85:4172 -> 1
608.74.284.91:5488 -> 1
976.50.971.43:5425 -> 1
Jun 18
814.84.779.83:5546 -> 1
420.67.367.81:5448 -> 1
131.52.845.3:5348 -> 1
985.96.627.81:6192 -> 1
262.86.791.23:6325 -> 1
909.35.859.59:4811 -> 1
220.51.309.74:4099 -> 1
810.86.463.84:6772 -> 1
353.58.323.84:5975 -> 1
931.61.96.39:5289 -> 1
156.33.367.16:4462 -> 1
950.61.770.65:6737 -> 1
583.70.365.46:5742 -> 1
422.9.590.6:5183 -> 1
487.95.377.17:5980 -> 1
337.39.854.28:5556 -> 1
685.83.767.72:4654 -> 1
542.57.643.42:4496 -> 1
764.59.308.8:4455 -> 1
986.71.633.67:5927 -> 1
917.31.588.52:6960 -> 1
633.47.799.31:6145 -> 1
14.42.159.95:4016 -> 1
828.68.815.77:6404 -> 1
551.20.505.33:6111 -> 1
376.61.797.44:4171 -> 1
554.25.99.9:5027 -> 1
132.94.627.26:4504 -> 1
540.98.784.75:6529 -> 1
253.57.262.14:4172 -> 1
359.52.4.71:5925 -> 1
814.21.732.29:6411 -> 1
380.45.846.19:5485 -> 1
50.34.262.56:4752 -> 1
9.52.727.70:6711 -> 1
715.13.74.23:6013 -> 1
981.62.281.81:6547 -> 1
234.62.228.36:5986 -> 1
165.52.339.20:4226 -> 1
953.2.913.20:6587 -> 1
295.26.104.81:5199 -> 1
710.69.859.70:6882 -> 1
437.12.963.96:6558 -> 1
727.66.682.79:6225 -> 1
797.24.345.82:4586 -> 1
352.3.70.23:6557 -> 1
589.52.498.96:5495 -> 1
352.11.390.58:6018 -> 1
566.48.843.89:6094 -> 1
553.71.222.2:5891 -> 1
481.51.450.32:4990 -> 1
802.43.353.79:4596 -> 1
41.91.432.59:6954 -> 1
214.38.609.32:5206 -> 1
633.73.87.97:4341 -> 1
196.93.449.11:5160 -> 1
86.79.135.72:6136 -> 1
567.28.337.25:5194 -> 1
853.83.913.7:6285 -> 1
928.63.514.27:6925 -> 1
606.32.944.13:6772 -> 1
861.46.111.24:6258 -> 1
718.83.574.53:4030 -> 1
750.69.342.39:5342 -> 1
943.26.846.48:5214 -> 1
975.38.600.64:4425 -> 1
903.34.626.92:6107 -> 1
292.60.229.18:5542 -> 1
189.53.558.88:5504 -> 1
975.3.280.81:6299 -> 1
930.71.937.90:4150 -> 1
955.32.509.14:4304 -> 1
616.52.465.41:5882 -> 1
466.55.689.41:4129 -> 1
203.65.306.49:6039 -> 1
922.14.810.31:5533 -> 1
257.11.53.45:5862 -> 1
840.46.131.54:6914 -> 1
842.4.290.87:4657 -> 1
343.34.581.34:5784 -> 1
274.55.348.47:6956 -> 1
881.28.956.73:6864 -> 1
223.24.892.13:5052 -> 1
102.1.207.19:4483 -> 1
237.18.579.65:5216 -> 1
112.30.294.65:5882 -> 1
812.65.417.10:5629 -> 1
325.8.16.74:6486 -> 1
311.58.608.39:5433 -> 1
784.82.851.48:5307 -> 1
334.5.563.39:5035 -> 1
450.8.250.72:5928 -> 1
555.41.345.39:4901 -> 1
919.44.16.58:6186 -> 1
734.21.901.57:4499 -> 1
62.1.285.89:6454 -> 1
945.79.814.38:5502 -> 1
Jun 19
972.27.518.46:5870 -> 1
397.20.601.12:6347 -> 1
633.46.719.91:5140 -> 1
925.80.761.14:6546 -> 1
72.43.137.64:4529 -> 1
625.39.818.89:4498 -> 1
695.27.198.13:4104 -> 1
96.50.625.4:6445 -> 1
168.45.658.15:5636 -> 1
772.3.442.48:6370 -> 1
349.60.305.50:6453 -> 1
68.19.384.95:6260 -> 1
528.15.462.57:6678 -> 1
856.33.388.19:6051 -> 1
204.31.18.30:5777 -> 1
840.84.397.35:4335 -> 1
612.37.181.15:6755 -> 1
653.73.2.21:4154 -> 1
916.60.352.27:4857 -> 1
853.87.888.5:6305 -> 1
274.39.270.62:4491 -> 1
360.80.412.93:6679 -> 1
657.66.262.59:5863 -> 1
16.68.564.83:6475 -> 1
867.38.553.90:5221 -> 1
424.10.608.69:5369 -> 1
577.7.456.52:4584 -> 1
449.46.82.80:4863 -> 1
385.62.525.57:6476 -> 1
332.4.670.89:4981 -> 1
329.3.150.89:5833 -> 1
523.75.538.76:5857 -> 1
705.47.779.4:6753 -> 1
911.26.813.7:5168 -> 1
169.50.175.10:5513 -> 1
165.7.307.38:5627 -> 1
787.75.330.45:4138 -> 1
75.58.673.35:6619 -> 1
805.34.886.18:6573 -> 1
209.54.78.1:5892 -> 1
191.73.771.12:5377 -> 1
636.92.995.18:4890 -> 1
666.63.893.52:5846 -> 1
585.78.315.19:5717 -> 1
512.50.489.35:5471 -> 1
251.13.231.17:5460 -> 1
174.22.580.97:6728 -> 1
779.57.5.4:6987 -> 1
464.42.100.64:6045 -> 1
116.66.534.87:4988 -> 1
76.25.765.36:5160 -> 1
711.90.752.62:5483 -> 1
642.58.618.87:4791 -> 1
749.72.745.69:4849 -> 1
849.83.557.47:5883 -> 1
900.25.584.69:5866 -> 1
583.7.934.92:6627 -> 1
137.68.971.88:6522 -> 1
403.4.300.39:4425 -> 1
409.1.706.29:5442 -> 1
462.21.423.89:5067 -> 1
511.79.27.96:5256 -> 1
15.35.367.4:4199 -> 1
629.40.237.35:5056 -> 1
534.68.859.67:6062 -> 1
646.46.883.98:6882 -> 1
607.42.759.15:5883 -> 1
315.74.877.87:6156 -> 1
838.41.363.59:4806 -> 1
457.80.270.49:6922 -> 1
845.80.958.36:5526 -> 1
444.5.10.30:6051 -> 1
534.72.597.1:5124 -> 1
783.26.382.54:6752 -> 1
94.38.339.86:5805 -> 1
439.1.680.26:6073 -> 1
250.26.308.68:4134 -> 1
239.88.832.20:5552 -> 1
411.27.200.70:5601 -> 1
834.16.649.91:6687 -> 1
553.27.870.69:4479 -> 1
824.51.348.53:4033 -> 1
468.79.877.68:5762 -> 1
370.52.162.14:6697 -> 1
467.15.743.67:5405 -> 1
875.31.516.15:4058 -> 1
502.78.838.50:4866 -> 1
519.68.956.14:6411 -> 1
28.74.817.98:6719 -> 1
734.12.685.38:6701 -> 1
457.96.737.19:5316 -> 1
118.2.741.75:6848 -> 1
264.46.775.32:6653 -> 1
213.55.122.75:5825 -> 1
798.84.927.9:6467 -> 1
886.39.127.64:6446 -> 1
800.6.218.28:5945 -> 1
823.63.930.80:4631 -> 1
924.24.406.47:5256 -> 1
485.18.729.60:4911 -> 1
205.9.277.76:5606 -> 1
327.17.361.10:4362 -> 1
383.8.887.93:4001 -> 1
106.3.559.59:5824 -> 1
916.23.743.15:5376 -> 1
78.70.804.60:6243 -> 1
175.9.284.56:5746 -> 1
214.93.974.78:6102 -> 1
492.69.820.77:6804 -> 1
620.89.181.83:4633 -> 1
881.1.599.66:6771 -> 1
111.62.454.59:5263 -> 1
230.24.284.83:4423 -> 1
959.63.772.34:5269 -> 1
Jun 20
895.35.237.37:6416 -> 1
836.37.181.30:4930 -> 1
331.87.637.19:6033 -> 1
37.49.907.41:6171 -> 1
993.72.839.57:5413 -> 1
108.86.626.81:5336 -> 1
676.91.294.4:6574 -> 1
598.35.923.18:4886 -> 1
514.11.857.43:4066 -> 1
570.49.542.12:4473 -> 1
137.72.623.63:5957 -> 1
408.34.17.57:4271 -> 1
641.60.207.17:4850 -> 1
792.34.20.22:4951 -> 1
976.75.455.98:6507 -> 1
804.34.880.11:4256 -> 1
952.63.135.87:4798 -> 1
14.43.302.58:5027 -> 1
559.30.50.78:5970 -> 1
822.54.484.63:4604 -> 1
122.45.361.3:4441 -> 1
602.77.421.87:4477 -> 1
847.98.799.90:6330 -> 1
973.41.502.26:6329 -> 1
210.64.399.1:5316 -> 1
170.53.313.76:5530 -> 1
288.48.525.46:5693 -> 1
370.7.938.75:4974 -> 1
25.79.393.38:6876 -> 1
606.82.108.10:5736 -> 1
356.5.969.45:4449 -> 1
297.13.836.22:6875 -> 1
885.38.360.38:5918 -> 1
182.39.758.62:5116 -> 1
859.16.804.43:6225 -> 1
481.39.472.82:5564 -> 1
827.72.567.87:6225 -> 1
539.46.414.22:6767 -> 1
493.84.885.68:5568 -> 1
557.49.456.50:4362 -> 1
408.76.465.85:6373 -> 1
808.60.288.6:4642 -> 1
719.77.244.22:4185 -> 1
24.31.753.37:4266 -> 1
160.69.998.26:6577 -> 1
164.1.916.33:4920 -> 1
906.60.445.35:4403 -> 1
568.77.267.49:4982 -> 1
739.39.146.82:5874 -> 1
716.12.879.53:4910 -> 1
166.59.867.19:4546 -> 1
600.20.348.46:6359 -> 1
399.58.720.44:6548 -> 1
443.2.146.55:6505 -> 1
877.75.997.26:5894 -> 1
285.83.626.20:5697 -> 1
845.90.101.62:5507 -> 1
996.24.300.15:6597 -> 1
384.32.810.83:5717 -> 1
791.78.678.69:5156 -> 1
118.15.416.57:4486 -> 1
682.17.569.20:6208 -> 1
567.17.548.91:6741 -> 1
848.52.573.34:6261 -> 1
932.33.376.51:5270 -> 1
175.94.141.45:4555 -> 1
310.39.833.65:4419 -> 1
823.25.182.85:4598 -> 1
1.36.968.91:4437 -> 1
452.73.660.93:6124 -> 1
446.5.542.49:4177 -> 1
328.55.372.65:5921 -> 1
875.66.903.76:5102 -> 1
595.72.635.20:4910 -> 1
736.83.487.45:6523 -> 1
218.21.778.93:4147 -> 1
816.14.11.90:4943 -> 1
897.65.894.40:5459 -> 1
508.20.237.33:4668 -> 1
783.35.99.34:6980 -> 1
556.75.909.4:5361 -> 1
786.55.506.53:6308 -> 1
177.23.820.13:4914 -> 1
891.29.420.78:5146 -> 1
217.26.623.25:5112 -> 1
901.10.66.57:4555 -> 1
34.76.416.47:6935 -> 1
428.11.290.94:4491 -> 1
98.95.11.9:6001 -> 1
274.80.26.50:5113 -> 1
243.51.26.23:4373 -> 1
862.44.148.78:4162 -> 1
158.12.570.96:5224 -> 1
27.17.323.32:5996 -> 1
347.46.73.57:6834 -> 1
513.42.491.12:5823 -> 1
406.76.73.84:4078 -> 1
375.60.797.92:5622 -> 1
399.70.896.59:4087 -> 1
606.80.87.87:4484 -> 1
473.39.844.38:6420 -> 1
559.62.784.63:4574 -> 1
330.33.710.54:6648 -> 1
597.19.484.44:5869 -> 1
691.72.694.79:4317 -> 1
451.22.574.39:5110 -> 1
429.88.804.72:6644 -> 1
918.89.578.44:4178 -> 1
Jun 21
757.75.813.85:6113 -> 1
908.40.259.6:4777 -> 1
132.46.786.10:6803 -> 1
37.25.659.3:4231 -> 1
169.83.985.19:4384 -> 1
400.40.481.66:5367 -> 1
809.55.309.59:6209 -> 1
142.32.369.77:4868 -> 1
779.10.405.17:5884 -> 1
448.86.648.96:5838 -> 1
868.15.178.27:4712 -> 1
122.24.850.50:6301 -> 1
812.78.243.90:5865 -> 1
639.3.454.94:6032 -> 1
759.38.950.45:4037 -> 1
54.12.107.5:5413 -> 1
431.53.848.28:4708 -> 1
51.66.881.13:6392 -> 1
685.31.131.1:6883 -> 1
71.27.557.41:5234 -> 1
308.74.71.23:6883 -> 1
435.76.107.18:6316 -> 1
789.14.624.12:6002 -> 1
120.41.7.62:5325 -> 1
388.40.364.48:5720 -> 1
980.80.809.69:5225 -> 1
93.30.902.28:4920 -> 1
777.84.542.80:4268 -> 1
651.71.184.5:4278 -> 1
103.92.700.97:6285 -> 1
315.1.903.75:5631 -> 1
620.71.565.66:4555 -> 1
473.49.858.79:5390 -> 1
784.63.635.27:5265 -> 1
294.20.687.14:5093 -> 1
594.54.113.98:5362 -> 1
937.73.88.17:5662 -> 1
813.68.746.33:4023 -> 1
434.52.949.33:6466 -> 1
21.72.674.77:5984 -> 1
17.77.701.68:5530 -> 1
271.92.845.96:4129 -> 1
655.11.608.98:6748 -> 1
957.91.566.96:6974 -> 1
979.74.962.41:6285 -> 1
895.34.928.60:6861 -> 1
683.62.16.52:5084 -> 1
350.63.861.20:5684 -> 1
962.98.269.30:4248 -> 1
231.20.700.31:4145 -> 1
491.15.767.30:5914 -> 1
771.93.914.32:5067 -> 1
297.20.791.86:5865 -> 1
957.98.313.39:4483 -> 1
117.27.304.12:6193 -> 1
396.3.6.64:4860 -> 1
746.84.86.8:6025 -> 1
31.91.662.59:6573 -> 1
406.77.92.14:5956 -> 1
289.34.586.28:5890 -> 1
651.26.642.12:5387 -> 1
133.36.648.17:6721 -> 1
133.60.504.34:6813 -> 1
983.85.216.40:6195 -> 1
966.75.402.25:4892 -> 1
528.13.529.72:5498 -> 1
172.41.294.40:5001 -> 1
211.15.656.83:6494 -> 1
194.9.625.71:6781 -> 1
191.81.892.75:4258 -> 1
9.94.941.41:5600 -> 1
926.91.209.4:6397 -> 1
416.5.856.80:6930 -> 1
121.27.590.31:4580 -> 1
990.37.922.27:4114 -> 1
898.2.365.38:6032 -> 1
451.63.994.40:5026 -> 1
966.98.957.52:5091 -> 1
762.19.505.3:6373 -> 1
503.3.782.2:6903 -> 1
481.58.213.18:4777 -> 1
591.83.423.22:6909 -> 1
95.92.460.58:5392 -> 1
345.90.170.2:6169 -> 1
334.86.242.88:6593 -> 1
981.97.76.80:5558 -> 1
138.2.137.37:4921 -> 1
715.44.41.47:4291 -> 1
767.9.244.43:4145 -> 1
576.88.160.63:5388 -> 1
204.25.47.86:4511 -> 1
909.30.415.62:5129 -> 1
504.70.108.1:4828 -> 1
383.87.129.19:5125 -> 1
852.78.65.18:5748 -> 1
468.43.885.55:4570 -> 1
310.76.916.38:5710 -> 1
608.63.850.25:5590 -> 1
281.34.241.15:6134 -> 1
321.41.653.13:6243 -> 1
631.20.39.12:5196 -> 1
447.77.885.44:6314 -> 1
274.35.942.88:4981 -> 1
237.59.312.85:4223 -> 1
Jun 22
113.79.98.6:5778 -> 1
873.61.798.68:4243 -> 1
927.93.299.35:4392 -> 1
845.70.169.56:6196 -> 1
487.39.806.95:5779 -> 1
821.39.711.10:4555 -> 1
407.82.544.37:6667 -> 1
493.90.240.76:5660 -> 1
905.26.109.17:4600 -> 1
268.1.40.47:6689 -> 1
478.3.229.53:4087 -> 1
660.5.446.35:5060 -> 1
245.9.815.30:4622 -> 1
565.92.603.45:5818 -> 1
130.29.323.16:6037 -> 1
259.1.14.23:6380 -> 1
280.5.379.66:6309 -> 1
801.27.234.27:6446 -> 1
451.61.273.71:6926 -> 1
647.61.864.40:5885 -> 1
755.16.984.24:6493 -> 1
968.30.135.54:4607 -> 1
891.25.804.56:5838 -> 1
729.20.528.48:5398 -> 1
663.88.712.63:6385 -> 1
625.18.54.54:6743 -> 1
117.29.239.20:5718 -> 1
377.11.814.7:6637 -> 1
373.59.399.73:4302 -> 1
510.88.515.46:5394 -> 1
526.54.251.41:6591 -> 1
812.77.322.9:5461 -> 1
80.54.609.38:4595 -> 1
92.58.743.94:4220 -> 1
513.12.355.67:4206 -> 1
299.8.414.75:5182 -> 1
669.77.682.24:4531 -> 1
761.5.987.16:4448 -> 1
916.10.641.68:6289 -> 1
602.82.299.94:4631 -> 1
889.83.524.72:5074 -> 1
16.94.814.50:6111 -> 1
981.9.25.93:6442 -> 1
43.37.742.28:5262 -> 1
95.57.394.12:5455 -> 1
109.61.453.72:4761 -> 1
117.38.824.71:4730 -> 1
360.40.894.63:6717 -> 1
997.65.70.20:4172 -> 1
179.75.447.56:6325 -> 1
150.58.296.93:5788 -> 1
305.32.602.45:4797 -> 1
916.71.67.10:5463 -> 1
943.52.821.33:5198 -> 1
358.40.748.24:4495 -> 1
284.72.566.91:6737 -> 1
47.63.208.77:4023 -> 1
533.85.509.90:4160 -> 1
31.34.120.31:5303 -> 1
44.41.627.58:4311 -> 1
577.38.347.46:4902 -> 1
724.8.589.86:6743 -> 1
10.29.877.58:4004 -> 1
924.43.230.83:5790 -> 1
577.79.250.78:6138 -> 1
713.19.990.74:5514 -> 1
553.6.190.37:6298 -> 1
971.25.896.14:5001 -> 1
612.72.880.86:5030 -> 1
269.59.977.29:6694 -> 1
21.83.14.42:5933 -> 1
767.16.353.81:4272 -> 1
488.34.763.63:5261 -> 1
248.61.850.96:4379 -> 1
265.66.960.66:6374 -> 1
784.36.605.3:6315 -> 1
678.62.962.20:4611 -> 1
540.2.472.15:6521 -> 1
416.64.881.33:5737 -> 1
684.42.453.86:5654 -> 1
197.49.862.13:6469 -> 1
149.42.882.34:4723 -> 1
343.52.378.60:6871 -> 1
168.57.639.92:4480 -> 1
740.48.872.72:4096 -> 1
317.90.418.50:6112 -> 1
38.23.458.13:5490 -> 1
231.5.885.79:4993 -> 1
756.38.82.42:5045 -> 1
542.27.542.67:6973 -> 1
62.72.185.4:5909 -> 1
562.91.681.86:5700 -> 1
181.13.626.72:6030 -> 1
759.5.477.45:4630 -> 1
155.37.215.94:4924 -> 1
32.10.569.56:4419 -> 1
112.74.180.24:6092 -> 1
858.54.685.36:5927 -> 1
68.36.428.13:4305 -> 1
176.95.411.27:4944 -> 1
781.95.66.33:4726 -> 1
398.7.362.65:4315 -> 1
55.54.372.59:6648 -> 1
677.8.904.66:6110 -> 1
534.56.549.70:4596 -> 1
347.15.47.25:4869 -> 1
842.39.384.19:5179 -> 1
661.24.926.96:4440 -> 1
844.82.389.47:4317 -> 1
589.16.300.63:6041 -> 1
269.58.677.70:4168 -> 1
794.77.971.72:5690 -> 1
550.48.360.77:4350 -> 1
585.51.670.36:5586 -> 1
133.63.813.98:6711 -> 1
Jun 23
793.91.279.87:4328 -> 1
443.65.846.73:5600 -> 1
694.19.481.60:6870 -> 1
884.29.206.10:4599 -> 1
366.12.714.67:4316 -> 1
392.31.40.5:4648 -> 1
732.30.242.71:4364 -> 1
619.76.422.69:4067 -> 1
465.17.667.72:6663 -> 1
489.64.978.39:5849 -> 1
209.18.272.36:6179 -> 1
268.37.824.68:5119 -> 1
74.63.99.76:5451 -> 1
650.74.792.59:6600 -> 1
688.11.28.35:4086 -> 1
960.40.691.54:6161 -> 1
164.38.461.51:5496 -> 1
697.60.919.74:4377 -> 1
456.40.55.18:4810 -> 1
785.70.447.25:6879 -> 1
440.17.27.47:6927 -> 1
318.88.345.43:5562 -> 1
426.32.732.15:5513 -> 1
580.32.778.8:6240 -> 1
786.88.773.98:5113 -> 1
458.31.705.70:5950 -> 1
605.26.281.96:6727 -> 1
320.11.298.67:4537 -> 1
257.66.934.51:4552 -> 1
224.25.451.71:4099 -> 1
681.3.826.16:4085 -> 1
566.92.435.10:5623 -> 1
152.76.384.88:4805 -> 1
382.71.445.56:5280 -> 1
824.73.64.6:5791 -> 1
959.27.437.74:6402 -> 1
475.61.529.62:5442 -> 1
842.67.526.7:6870 -> 1
306.76.958.10:6306 -> 1
554.50.273.15:6122 -> 1
612.31.127.73:6448 -> 1
365.59.732.62:6259 -> 1
59.87.78.62:6865 -> 1
71.77.916.12:5265 -> 1
638.51.774.3:6107 -> 1
772.16.866.52:6596 -> 1
792.35.949.21:4583 -> 1
586.22.41.37:6357 -> 1
151.22.683.44:5978 -> 1
386.7.731.35:6211 -> 1
281.53.563.54:6292 -> 1
90.25.977.92:6470 -> 1
740.27.441.24:6500 -> 1
622.84.646.6:6667 -> 1
564.52.120.41:5918 -> 1
870.64.69.34:6075 -> 1
48.34.550.95:4929 -> 1
776.63.642.35:4145 -> 1
20.78.137.17:4518 -> 1
573.36.909.42:5240 -> 1
453.62.627.98:6357 -> 1
76.81.861.77:5203 -> 1
237.12.659.69:6309 -> 1
894.53.361.37:6806 -> 1
564.55.92.82:6405 -> 1
589.81.690.14:4507 -> 1
469.7.725.22:5922 -> 1
529.14.881.24:6830 -> 1
127.36.644.47:5888 -> 1
330.12.950.75:6836 -> 1
333.12.892.49:6735 -> 1
511.52.341.22:4514 -> 1
447.35.601.64:5643 -> 1
397.24.318.74:4567 -> 1
973.42.765.17:6462 -> 1
140.29.795.93:5285 -> 1
997.37.711.98:4437 -> 1
647.63.907.83:5685 -> 1
354.21.261.13:5012 -> 1
88.79.646.78:6727 -> 1
610.96.17.2:5457 -> 1
186.70.682.33:6218 -> 1
652.42.48.22:5576 -> 1
926.57.21.92:4114 -> 1
705.75.633.36:6380 -> 1
477.27.161.98:5724 -> 1
430.94.297.38:6002 -> 1
645.70.538.12:5503 -> 1
399.48.849.53:5795 -> 1
530.69.573.44:6650 -> 1
471.98.345.54:4843 -> 1
131.62.699.40:5457 -> 1
39.16.723.24:4055 -> 1
509.84.988.88:4004 -> 1
419.70.8.31:4854 -> 1
934.28.822.45:4761 -> 1
554.19.736.32:5365 -> 1
943.37.512.27:4227 -> 1
739.71.366.36:4309 -> 1
846.6.864.92:5458 -> 1
902.49.459.25:5009 -> 1
732.85.91.60:4639 -> 1
95.15.121.36:4778 -> 1
175.67.779.4:6470 -> 1
144.16.345.51:6208 -> 1
607.67.541.90:6217 -> 1
421.45.992.84:6533 -> 1
Jun 24
878.27.909.48:4860 -> 1
353.84.74.47:6153 -> 1
527.77.458.66:4545 -> 1
590.68.959.53:5160 -> 1
689.28.588.24:4959 -> 1
152.59.481.34:5757 -> 1
602.72.685.37:6179 -> 1
629.63.670.42:4654 -> 1
156.86.584.72:5195 -> 1
504.14.295.98:5952 -> 1
779.17.872.16:4097 -> 1
207.35.322.48:5207 -> 1
826.14.26.96:6445 -> 1
939.92.923.96:5970 -> 1
762.81.286.87:5597 -> 1
968.3.935.35:6795 -> 1
208.83.211.76:6316 -> 1
226.93.719.68:4164 -> 1
845.21.963.88:6736 -> 1
920.88.809.97:4352 -> 1
516.68.724.85:6682 -> 1
283.28.712.24:5110 -> 1
633.96.842.2:6525 -> 1
712.65.534.71:6132 -> 1
9.65.147.46:5500 -> 1
343.87.271.5:4889 -> 1
46.98.953.42:6399 -> 1
423.70.52.53:6698 -> 1
635.97.686.53:4432 -> 1
312.5.131.34:6568 -> 1
704.11.133.97:6288 -> 1
425.34.747.19:6248 -> 1
334.22.174.70:6374 -> 1
320.21.868.20:6472 -> 1
222.77.497.4:5062 -> 1
390.45.189.98:5151 -> 1
449.68.720.54:5509 -> 1
289.35.739.18:6309 -> 1
838.65.26.82:4876 -> 1
97.31.721.64:6861 -> 1
533.13.235.73:4339 -> 1
867.89.937.68:4833 -> 1
159.92.850.41:5769 -> 1
831.17.429.83:4487 -> 1
785.52.368.10:4431 -> 1
478.56.992.52:6584 -> 1
488.48.94.84:4933 -> 1
978.17.867.56:4319 -> 1
94.71.13.64:6138 -> 1
242.72.171.94:5523 -> 1
452.91.940.89:6170 -> 1
638.36.890.6:5332 -> 1
94.25.24.83:4947 -> 1
565.30.454.88:5020 -> 1
384.78.36.11:6454 -> 1
432.93.884.20:6990 -> 1
973.52.864.11:5772 -> 1
905.28.821.73:5385 -> 1
340.62.804.48:4310 -> 1
371.41.943.53:4463 -> 1
760.88.279.58:5725 -> 1
197.37.285.7:4374 -> 1
169.5.713.39:5525 -> 1
241.9.720.85:6652 -> 1
261.17.510.92:5866 -> 1
855.12.802.52:5958 -> 1
401.18.919.97:4140 -> 1
842.12.86.40:5014 -> 1
429.79.579.96:5157 -> 1
527.17.830.47:4595 -> 1
297.5.315.8:4017 -> 1
686.63.289.83:5599 -> 1
412.80.201.55:6611 -> 1
764.51.931.85:6418 -> 1
7.68.672.57:4234 -> 1
771.56.372.52:4724 -> 1
961.89.848.35:4986 -> 1
322.39.985.43:5227 -> 1
474.36.152.38:5350 -> 1
689.55.422.47:6495 -> 1
142.70.753.71:5625 -> 1
355.43.604.61:6231 -> 1
510.84.599.96:6809 -> 1
313.29.628.84:5720 -> 1
794.46.831.66:5253 -> 1
133.42.190.34:4766 -> 1
77.9.117.37:6457 -> 1
553.28.153.26:4342 -> 1
704.17.390.36:4179 -> 1
232.40.873.78:4839 -> 1
159.53.408.4:4055 -> 1
376.75.325.68:6230 -> 1
272.47.872.44:5932 -> 1
920.68.963.1:5201 -> 1
568.78.539.57:4343 -> 1
555.96.746.36:5751 -> 1
150.38.461.83:6345 -> 1
865.14.738.72:6546 -> 1
398.68.167.54:4464 -> 1
840.82.205.36:5668 -> 1
291.90.50.75:4396 -> 1
Jun 25
865.51.361.16:5993 -> 1
26.11.434.49:6625 -> 1
126.10.685.25:6928 -> 1
152.16.536.33:5014 -> 1
626.73.794.36:5523 -> 1
346.59.418.48:4662 -> 1
730.89.756.46:4112 -> 1
571.41.94.37:4676 -> 1
214.21.95.4:5242 -> 1
508.24.368.36:4191 -> 1
883.67.748.71:6150 -> 1
55.75.63.1:4078 -> 1
984.64.278.3:4673 -> 1
122.55.71.34:4402 -> 1
776.11.957.41:5233 -> 1
101.76.878.78:5434 -> 1
930.97.319.67:6329 -> 1
943.34.856.25:4289 -> 1
766.42.853.24:5325 -> 1
223.20.278.67:5084 -> 1
991.42.896.14:6777 -> 1
813.6.126.4:6106 -> 1
87.3.208.26:4841 -> 1
28.57.508.71:6644 -> 1
930.26.229.17:5617 -> 1
979.67.73.85:6514 -> 1
659.32.192.29:4790 -> 1
351.49.323.19:6272 -> 1
394.19.3.60:6648 -> 1
968.73.706.9:6998 -> 1
914.49.747.65:6324 -> 1
4.87.636.56:5918 -> 1
583.33.325.65:5274 -> 1
908.16.764.50:5083 -> 1
360.75.867.56:5318 -> 1
259.66.856.15:5768 -> 1
83.93.337.51:6470 -> 1
244.35.912.92:6667 -> 1
343.83.862.48:4909 -> 1
369.62.454.14:6416 -> 1
105.14.509.46:5350 -> 1
32.71.331.86:4165 -> 1
105.49.522.55:6722 -> 1
90.93.950.39:6360 -> 1
163.23.810.84:4188 -> 1
471.10.443.85:6814 -> 1
526.74.173.3:4274 -> 1
992.68.985.50:4380 -> 1
96.51.956.68:6881 -> 1
766.56.967.6:5774 -> 1
919.64.698.69:5851 -> 1
292.56.493.51:4172 -> 1
111.87.513.48:5853 -> 1
466.58.351.78:5977 -> 1
39.92.78.26:6913 -> 1
116.87.290.71:5936 -> 1
825.23.564.89:5762 -> 1
688.72.92.39:4542 -> 1
9.7.377.23:6197 -> 1
244.48.661.44:6638 -> 1
287.20.533.8:5261 -> 1
120.61.786.97:5451 -> 1
859.54.764.67:4898 -> 1
478.8.902.24:5231 -> 1
186.42.100.58:4139 -> 1
764.85.76.15:4278 -> 1
339.98.609.95:5543 -> 1
834.61.641.74:6835 -> 1
824.59.229.14:4511 -> 1
549.62.897.25:6416 -> 1
24.36.509.39:4140 -> 1
607.90.250.5:6060 -> 1
419.62.330.74:5433 -> 1
399.10.513.40:4372 -> 1
310.16.267.40:6139 -> 1
482.33.69.83:4099 -> 1
511.75.807.23:6494 -> 1
16.57.720.86:6005 -> 1
894.63.700.81:4893 -> 1
58.40.891.90:6298 -> 1
847.70.962.10:6521 -> 1
733.24.256.73:6500 -> 1
200.9.274.47:5120 -> 1
545.13.463.45:6580 -> 1
629.91.827.23:6650 -> 1
271.26.667.60:6673 -> 1
54.8.71.85:4339 -> 1
376.84.220.52:6542 -> 1
Jun 26
607.34.531.35:5626 -> 1
428.80.828.70:4984 -> 1
704.88.698.69:5780 -> 1
435.62.329.65:4692 -> 1
265.95.325.24:6627 -> 1
238.31.768.65:5816 -> 1
170.32.194.63:5592 -> 1
89.60.301.62:4235 -> 1
139.96.512.13:6439 -> 1
67.62.407.76:5227 -> 1
368.46.11.70:4748 -> 1
967.12.315.64:6919 -> 1
909.15.696.16:4585 -> 1
811.91.377.25:4248 -> 1
606.86.668.54:5233 -> 1
672.16.245.57:6425 -> 1
134.34.304.92:5111 -> 1
131.97.750.78:5509 -> 1
530.31.786.22:6557 -> 1
878.45.230.24:5845 -> 1
57.38.82.5:6219 -> 1
95.55.380.44:5372 -> 1
639.47.519.92:6372 -> 1
446.61.413.29:6475 -> 1
117.48.207.4:6795 -> 1
881.78.194.30:6788 -> 1
125.50.532.59:4665 -> 1
324.73.541.70:4159 -> 1
917.21.495.6:5307 -> 1
318.28.736.72:5268 -> 1
644.41.317.92:4793 -> 1
280.21.340.68:6211 -> 1
420.57.798.58:5938 -> 1
